"No.","Time","Source","Destination","Protocol","Length","Info","dest (r)","dest(u)","src (r)","src(u)","New Column"
"29465","3284.613794","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=555448 Win=37568 Len=0 TSval=19440583 TSecr=3736790983","443","443","62734","62734","29465"
"29466","3284.617479","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=555448 Ack=1032 Win=32256 Len=1444 TSval=3736790987 TSecr=19440556 [TCP PDU reassembled in 29473]","62734","62734","443","443","29466"
"29467","3284.617481","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=556892 Ack=1032 Win=32256 Len=1444 TSval=3736790987 TSecr=19440556 [TCP PDU reassembled in 29473]","62734","62734","443","443","29467"
"29468","3284.617522","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=558336 Win=37568 Len=0 TSval=19440587 TSecr=3736790987","443","443","62734","62734","29468"
"29469","3284.621743","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=558336 Ack=1032 Win=32256 Len=1444 TSval=3736790991 TSecr=19440556 [TCP PDU reassembled in 29473]","62734","62734","443","443","29469"
"29470","3284.621746","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=559780 Ack=1032 Win=32256 Len=1444 TSval=3736790991 TSecr=19440556 [TCP PDU reassembled in 29473]","62734","62734","443","443","29470"
"29471","3284.621790","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=561224 Win=37568 Len=0 TSval=19440591 TSecr=3736790991","443","443","62734","62734","29471"
"29472","3284.625308","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=561224 Ack=1032 Win=32256 Len=1444 TSval=3736790995 TSecr=19440556 [TCP PDU reassembled in 29473]","62734","62734","443","443","29472"
"29473","3284.625310","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62734","62734","443","443","29473"
"29474","3284.625311","17.253.27.195","192.168.111.43","TCP","1458","443  >  62736 [PSH, ACK] Seq=129522 Ack=1031 Win=32256 Len=1392 TSval=2302951021 TSecr=3216239219 [TCP PDU reassembled in 29495]","62736","62736","443","443","29474"
"29475","3284.625354","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=564112 Win=37568 Len=0 TSval=19440595 TSecr=3736790995","443","443","62734","62734","29475"
"29476","3284.625391","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=130914 Win=17344 Len=0 TSval=3216239232 TSecr=2302951021","443","443","62736","62736","29476"
"29477","3284.626735","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=116474 Ack=1036 Win=64512 Len=1444 TSval=305726888 TSecr=4273546968 [TCP PDU reassembled in 29483]","62735","62735","443","443","29477"
"29478","3284.626737","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [PSH, ACK] Seq=117918 Ack=1036 Win=64512 Len=1444 TSval=305726888 TSecr=4273546968 [TCP PDU reassembled in 29483]","62735","62735","443","443","29478"
"29479","3284.626738","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=130914 Ack=1031 Win=32256 Len=1444 TSval=2302951023 TSecr=3216239219 [TCP PDU reassembled in 29495]","62736","62736","443","443","29479"
"29480","3284.626739","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=132358 Ack=1031 Win=32256 Len=1444 TSval=2302951023 TSecr=3216239219 [TCP PDU reassembled in 29495]","62736","62736","443","443","29480"
"29481","3284.626792","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=119362 Win=15936 Len=0 TSval=4273546982 TSecr=305726888","443","443","62735","62735","29481"
"29482","3284.626827","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=133802 Win=17344 Len=0 TSval=3216239233 TSecr=2302951023","443","443","62736","62736","29482"
"29483","3284.629624","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62735","62735","443","443","29483"
"29484","3284.629627","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [PSH, ACK] Seq=120806 Ack=1036 Win=64512 Len=1444 TSval=305726891 TSecr=4273546968 [TCP PDU reassembled in 29534]","62735","62735","443","443","29484"
"29485","3284.629670","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=122250 Win=15936 Len=0 TSval=4273546985 TSecr=305726891","443","443","62735","62735","29485"
"29486","3284.630670","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=564112 Ack=1032 Win=32256 Len=1444 TSval=3736790999 TSecr=19440556 [TCP PDU reassembled in 29517]","62734","62734","443","443","29486"
"29487","3284.630672","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=565556 Ack=1032 Win=32256 Len=1444 TSval=3736790999 TSecr=19440556 [TCP PDU reassembled in 29517]","62734","62734","443","443","29487"
"29488","3284.630730","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=567000 Win=37568 Len=0 TSval=19440600 TSecr=3736790999","443","443","62734","62734","29488"
"29489","3284.633200","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=567000 Ack=1032 Win=32256 Len=1444 TSval=3736791003 TSecr=19440587 [TCP PDU reassembled in 29517]","62734","62734","443","443","29489"
"29490","3284.633245","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=568444 Win=37568 Len=0 TSval=19440603 TSecr=3736791003","443","443","62734","62734","29490"
"29491","3284.636805","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=568444 Ack=1032 Win=32256 Len=1444 TSval=3736791003 TSecr=19440587 [TCP PDU reassembled in 29517]","62734","62734","443","443","29491"
"29492","3284.636807","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=122250 Ack=1036 Win=64512 Len=1444 TSval=305726896 TSecr=4273546968 [TCP PDU reassembled in 29534]","62735","62735","443","443","29492"
"29493","3284.636809","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [PSH, ACK] Seq=123694 Ack=1036 Win=64512 Len=1444 TSval=305726896 TSecr=4273546968 [TCP PDU reassembled in 29534]","62735","62735","443","443","29493"
"29494","3284.636810","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=133802 Ack=1031 Win=32256 Len=1444 TSval=2302951030 TSecr=3216239219 [TCP PDU reassembled in 29495]","62736","62736","443","443","29494"
"29495","3284.636811","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62736","62736","443","443","29495"
"29496","3284.636812","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=569888 Ack=1032 Win=32256 Len=1444 TSval=3736791007 TSecr=19440587 [TCP PDU reassembled in 29517]","62734","62734","443","443","29496"
"29497","3284.636814","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=571332 Ack=1032 Win=32256 Len=1444 TSval=3736791007 TSecr=19440587 [TCP PDU reassembled in 29517]","62734","62734","443","443","29497"
"29498","3284.636863","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=572776 Win=39040 Len=0 TSval=19440606 TSecr=3736791007","443","443","62734","62734","29498"
"29499","3284.636896","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=125138 Win=17344 Len=0 TSval=4273546992 TSecr=305726896","443","443","62735","62735","29499"
"29500","3284.636914","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=136690 Win=17344 Len=0 TSval=3216239243 TSecr=2302951030","443","443","62736","62736","29500"
"29501","3284.641842","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=125138 Ack=1036 Win=64512 Len=1444 TSval=305726901 TSecr=4273546968 [TCP PDU reassembled in 29534]","62735","62735","443","443","29501"
"29502","3284.641843","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [PSH, ACK] Seq=126582 Ack=1036 Win=64512 Len=1444 TSval=305726901 TSecr=4273546968 [TCP PDU reassembled in 29534]","62735","62735","443","443","29502"
"29503","3284.641885","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=128026 Win=17344 Len=0 TSval=4273546997 TSecr=305726901","443","443","62735","62735","29503"
"29504","3284.645418","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=572776 Ack=1032 Win=32256 Len=1444 TSval=3736791010 TSecr=19440587 [TCP PDU reassembled in 29517]","62734","62734","443","443","29504"
"29505","3284.645420","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=574220 Ack=1032 Win=32256 Len=1444 TSval=3736791010 TSecr=19440587 [TCP PDU reassembled in 29517]","62734","62734","443","443","29505"
"29506","3284.645422","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=136690 Ack=1031 Win=32256 Len=1444 TSval=2302951036 TSecr=3216239219 [TCP PDU reassembled in 29563]","62736","62736","443","443","29506"
"29507","3284.645423","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=138134 Ack=1031 Win=32256 Len=1444 TSval=2302951036 TSecr=3216239219 [TCP PDU reassembled in 29563]","62736","62736","443","443","29507"
"29508","3284.645462","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=575664 Win=39040 Len=0 TSval=19440615 TSecr=3736791010","443","443","62734","62734","29508"
"29509","3284.645497","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=139578 Win=17344 Len=0 TSval=3216239252 TSecr=2302951036","443","443","62736","62736","29509"
"29510","3284.650537","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=128026 Ack=1036 Win=64512 Len=1444 TSval=305726906 TSecr=4273546968 [TCP PDU reassembled in 29534]","62735","62735","443","443","29510"
"29511","3284.650538","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [PSH, ACK] Seq=129470 Ack=1036 Win=64512 Len=1444 TSval=305726906 TSecr=4273546968 [TCP PDU reassembled in 29534]","62735","62735","443","443","29511"
"29512","3284.650583","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=130914 Win=17344 Len=0 TSval=4273547006 TSecr=305726906","443","443","62735","62735","29512"
"29513","3284.653412","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=575664 Ack=1032 Win=32256 Len=1444 TSval=3736791014 TSecr=19440595 [TCP PDU reassembled in 29517]","62734","62734","443","443","29513"
"29514","3284.653415","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=577108 Ack=1032 Win=32256 Len=1444 TSval=3736791014 TSecr=19440595 [TCP PDU reassembled in 29517]","62734","62734","443","443","29514"
"29515","3284.653416","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=139578 Ack=1031 Win=32256 Len=1444 TSval=2302951043 TSecr=3216239219 [TCP PDU reassembled in 29563]","62736","62736","443","443","29515"
"29516","3284.653417","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=141022 Ack=1031 Win=32256 Len=1444 TSval=2302951043 TSecr=3216239219 [TCP PDU reassembled in 29563]","62736","62736","443","443","29516"
"29517","3284.653418","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62734","62734","443","443","29517"
"29518","3284.653420","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=579996 Ack=1032 Win=32256 Len=1444 TSval=3736791018 TSecr=19440595 [TCP PDU reassembled in 29555]","62734","62734","443","443","29518"
"29519","3284.653421","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=130914 Ack=1036 Win=64512 Len=1444 TSval=305726911 TSecr=4273546968 [TCP PDU reassembled in 29534]","62735","62735","443","443","29519"
"29520","3284.653422","17.253.27.195","192.168.111.43","TCP","118","443  >  62735 [PSH, ACK] Seq=132358 Ack=1036 Win=64512 Len=52 TSval=305726911 TSecr=4273546968 [TCP PDU reassembled in 29534]","62735","62735","443","443","29520"
"29521","3284.653468","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=581440 Win=39040 Len=0 TSval=19440623 TSecr=3736791018","443","443","62734","62734","29521"
"29522","3284.653504","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=142466 Win=17344 Len=0 TSval=3216239260 TSecr=2302951043","443","443","62736","62736","29522"
"29523","3284.653533","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=132410 Win=17344 Len=0 TSval=4273547009 TSecr=305726911","443","443","62735","62735","29523"
"29524","3284.664932","17.253.27.195","192.168.111.43","TCP","1458","443  >  62735 [ACK] Seq=132410 Ack=1036 Win=64512 Len=1392 TSval=305726914 TSecr=4273546985 [TCP PDU reassembled in 29534]","62735","62735","443","443","29524"
"29525","3284.664934","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=581440 Ack=1032 Win=32256 Len=1444 TSval=3736791022 TSecr=19440595 [TCP PDU reassembled in 29555]","62734","62734","443","443","29525"
"29526","3284.664936","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=582884 Ack=1032 Win=32256 Len=1444 TSval=3736791022 TSecr=19440595 [TCP PDU reassembled in 29555]","62734","62734","443","443","29526"
"29527","3284.664975","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=133802 Win=17344 Len=0 TSval=4273547020 TSecr=305726914","443","443","62735","62735","29527"
"29528","3284.665009","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=584328 Win=39040 Len=0 TSval=19440634 TSecr=3736791022","443","443","62734","62734","29528"
"29529","3284.669077","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=142466 Ack=1031 Win=32256 Len=1444 TSval=2302951050 TSecr=3216239219 [TCP PDU reassembled in 29563]","62736","62736","443","443","29529"
"29530","3284.669117","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=143910 Win=18816 Len=0 TSval=3216239275 TSecr=2302951050","443","443","62736","62736","29530"
"29531","3284.670460","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=143910 Ack=1031 Win=32256 Len=1444 TSval=2302951050 TSecr=3216239219 [TCP PDU reassembled in 29563]","62736","62736","443","443","29531"
"29532","3284.670497","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=145354 Win=18816 Len=0 TSval=3216239277 TSecr=2302951050","443","443","62736","62736","29532"
"29533","3284.672745","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=133802 Ack=1036 Win=64512 Len=1444 TSval=305726918 TSecr=4273546985 [TCP PDU reassembled in 29534]","62735","62735","443","443","29533"
"29534","3284.672747","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62735","62735","443","443","29534"
"29535","3284.672768","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=584328 Ack=1032 Win=32256 Len=1444 TSval=3736791026 TSecr=19440595 [TCP PDU reassembled in 29555]","62734","62734","443","443","29535"
"29536","3284.672770","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=585772 Ack=1032 Win=32256 Len=1444 TSval=3736791026 TSecr=19440595 [TCP PDU reassembled in 29555]","62734","62734","443","443","29536"
"29537","3284.672771","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=587216 Ack=1032 Win=32256 Len=1444 TSval=3736791030 TSecr=19440595 [TCP PDU reassembled in 29555]","62734","62734","443","443","29537"
"29538","3284.672790","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=136690 Win=17344 Len=0 TSval=4273547028 TSecr=305726918","443","443","62735","62735","29538"
"29539","3284.672827","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=588660 Win=39040 Len=0 TSval=19440642 TSecr=3736791030","443","443","62734","62734","29539"
"29540","3284.674000","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=588660 Ack=1032 Win=32256 Len=1444 TSval=3736791030 TSecr=19440595 [TCP PDU reassembled in 29555]","62734","62734","443","443","29540"
"29541","3284.674002","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=145354 Ack=1031 Win=32256 Len=1444 TSval=2302951057 TSecr=3216239233 [TCP PDU reassembled in 29563]","62736","62736","443","443","29541"
"29542","3284.674004","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=146798 Ack=1031 Win=32256 Len=1444 TSval=2302951057 TSecr=3216239233 [TCP PDU reassembled in 29563]","62736","62736","443","443","29542"
"29543","3284.674005","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=590104 Ack=1032 Win=32256 Len=1444 TSval=3736791034 TSecr=19440595 [TCP PDU reassembled in 29555]","62734","62734","443","443","29543"
"29544","3284.674007","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=591548 Ack=1032 Win=32256 Len=1444 TSval=3736791034 TSecr=19440595 [TCP PDU reassembled in 29555]","62734","62734","443","443","29544"
"29545","3284.674008","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=136690 Ack=1036 Win=64512 Len=1444 TSval=305726927 TSecr=4273546985 [TCP PDU reassembled in 29610]","62735","62735","443","443","29545"
"29546","3284.674010","17.253.27.195","192.168.111.43","TCP","118","443  >  62735 [PSH, ACK] Seq=138134 Ack=1036 Win=64512 Len=52 TSval=305726927 TSecr=4273546985 [TCP PDU reassembled in 29610]","62735","62735","443","443","29546"
"29547","3284.674053","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=592992 Win=39040 Len=0 TSval=19440643 TSecr=3736791034","443","443","62734","62734","29547"
"29548","3284.674093","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=148242 Win=18816 Len=0 TSval=3216239280 TSecr=2302951057","443","443","62736","62736","29548"
"29549","3284.674113","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=138186 Win=17344 Len=0 TSval=4273547029 TSecr=305726927","443","443","62735","62735","29549"
"29550","3284.679460","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=148242 Ack=1031 Win=32256 Len=1444 TSval=2302951062 TSecr=3216239233 [TCP PDU reassembled in 29563]","62736","62736","443","443","29550"
"29551","3284.679462","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=149686 Ack=1031 Win=32256 Len=1444 TSval=2302951062 TSecr=3216239233 [TCP PDU reassembled in 29563]","62736","62736","443","443","29551"
"29552","3284.679463","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=592992 Ack=1032 Win=32256 Len=1444 TSval=3736791038 TSecr=19440595 [TCP PDU reassembled in 29555]","62734","62734","443","443","29552"
