"No.","Time","Source","Destination","Protocol","Length","Info","dest (r)","dest(u)","src (r)","src(u)","New Column"
"47804","2873.670615","192.168.111.43","17.248.203.64","TLSv1.3","97","Application Data","443","443","52103","52103","47804"
"47805","2873.705695","17.248.203.64","192.168.111.43","TCP","66","443  >  52103 [ACK] Seq=9626 Ack=7118 Win=86016 Len=0 TSval=519710913 TSecr=1830330520","52103","52103","443","443","47805"
"47806","2873.751637","17.248.203.64","192.168.111.43","TLSv1.3","694","Application Data","52103","52103","443","443","47806"
"47807","2873.751804","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=7118 Ack=10254 Win=130432 Len=0 TSval=1830330602 TSecr=519710967","443","443","52103","52103","47807"
"47808","2873.773138","192.168.111.43","17.248.203.64","TLSv1.3","1243","Application Data","443","443","52103","52103","47808"
"47809","2873.773479","192.168.111.43","17.248.203.64","TLSv1.3","474","Application Data","443","443","52103","52103","47809"
"47810","2873.773617","192.168.111.43","17.248.203.64","TLSv1.3","97","Application Data","443","443","52103","52103","47810"
"47811","2873.800744","17.248.203.64","192.168.111.43","TCP","66","443  >  52103 [ACK] Seq=10254 Ack=8703 Win=86016 Len=0 TSval=519711016 TSecr=1830330623","52103","52103","443","443","47811"
"47812","2873.838798","17.248.203.64","192.168.111.43","TLSv1.3","684","Application Data","52103","52103","443","443","47812"
"47813","2873.838800","17.248.203.64","192.168.111.43","TLSv1.3","97","Application Data","52103","52103","443","443","47813"
"47814","2873.838925","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=8734 Ack=10903 Win=130368 Len=0 TSval=1830330689 TSecr=519711054","443","443","52103","52103","47814"
"47815","2874.224666","192.168.111.102","224.0.0.251","MDNS","433","Standard query response 0x0000 PTR Savanahâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::104a:8c24:10a4:557 A, cache flush 192.168.111.102 SRV, cache flush 0 0 49493 Savanahs-MacBook-Air.local NSEC, cache flush Savanahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Savanahs-MacBook-Air.local","5353","5353","5353","5353","47815"
"47816","2874.524860","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.62? Tell 192.168.111.75","","","","","47816"
"47817","2874.839895","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.204? Tell 192.168.111.75","","","","","47817"
"47818","2875.144831","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.102? Tell 192.168.111.75","","","","","47818"
"47819","2875.455403","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.62? Tell 192.168.111.75","","","","","47819"
"47820","2875.503199","192.168.111.43","17.248.203.64","QUIC","1242","Initial, DCID=198d661ce9bcc40b, PKN: 0, CRYPTO, PADDING","443","443","52709","52709","47820"
"47821","2875.607947","192.168.111.43","17.248.203.64","QUIC","1242","Initial, DCID=198d661ce9bcc40b, PKN: 1, CRYPTO, PADDING","443","443","52709","52709","47821"
"47822","2875.672977","192.168.111.43","17.248.203.64","TCP","78","52104  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=486029490 TSecr=0 SACK_PERM","443","443","52104","52104","47822"
"47823","2875.753800","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.93? Tell 192.168.111.75","","","","","47823"
"47824","2875.820227","192.168.111.43","17.248.203.64","QUIC","1242","Initial, DCID=198d661ce9bcc40b, PKN: 2, CRYPTO, PADDING","443","443","52709","52709","47824"
"47825","2875.829712","17.248.203.64","192.168.111.43","TCP","74","443  >  52104 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1931018023 TSecr=486029490 WS=2048","52104","52104","443","443","47825"
"47826","2875.829899","192.168.111.43","17.248.203.64","TCP","66","52104  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=486029647 TSecr=1931018023","443","443","52104","52104","47826"
"47827","2875.830691","192.168.111.43","17.248.203.64","TLSv1.3","583","Client Hello (SNI=gateway.icloud.com)","443","443","52104","52104","47827"
"47828","2875.959690","17.248.203.64","192.168.111.43","ICMP","590","Destination unreachable (Port unreachable)","","","","","47828"
"47829","2875.963585","17.248.203.64","192.168.111.43","TCP","66","443  >  52104 [ACK] Seq=1 Ack=518 Win=65536 Len=0 TSval=1931018196 TSecr=486029647","52104","52104","443","443","47829"
"47830","2875.963588","17.248.203.64","192.168.111.43","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data","52104","52104","443","443","47830"
"47831","2875.963589","17.248.203.64","192.168.111.43","TCP","1514","443  >  52104 [PSH, ACK] Seq=1449 Ack=518 Win=65536 Len=1448 TSval=1931018197 TSecr=486029647 [TCP PDU reassembled in 47832]","52104","52104","443","443","47831"
"47832","2875.963590","17.248.203.64","192.168.111.43","TLSv1.3","760","Application Data, Application Data, Application Data","52104","52104","443","443","47832"
"47833","2875.963771","192.168.111.43","17.248.203.64","TCP","66","52104  >  443 [ACK] Seq=518 Ack=3591 Win=128128 Len=0 TSval=486029781 TSecr=1931018197","443","443","52104","52104","47833"
"47834","2875.983671","192.168.111.43","17.248.203.64","TLSv1.3","146","Change Cipher Spec, Application Data","443","443","52104","52104","47834"
"47835","2875.994270","192.168.111.43","17.248.203.64","TLSv1.3","1452","Application Data","443","443","52104","52104","47835"
"47836","2875.994718","192.168.111.43","17.248.203.64","TLSv1.3","695","Application Data","443","443","52104","52104","47836"
"47837","2875.994834","192.168.111.43","17.248.203.64","TLSv1.3","97","Application Data","443","443","52104","52104","47837"
"47838","2876.062240","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.102? Tell 192.168.111.75","","","","","47838"
"47839","2876.125253","17.248.203.64","192.168.111.43","TLSv1.3","369","Application Data","52104","52104","443","443","47839"
"47840","2876.125256","17.248.203.64","192.168.111.43","TLSv1.3","369","Application Data","52104","52104","443","443","47840"
"47841","2876.125258","17.248.203.64","192.168.111.43","TLSv1.3","128","Application Data","52104","52104","443","443","47841"
"47842","2876.125259","17.248.203.64","192.168.111.43","TCP","66","443  >  52104 [ACK] Seq=4259 Ack=2613 Win=71680 Len=0 TSval=1931018354 TSecr=486029811","52104","52104","443","443","47842"
"47843","2876.125260","17.248.203.64","192.168.111.43","TLSv1.3","97","Application Data","52104","52104","443","443","47843"
"47844","2876.125260","17.248.203.64","192.168.111.43","TLSv1.3","101","Application Data","52104","52104","443","443","47844"
"47845","2876.125472","192.168.111.43","17.248.203.64","TCP","66","52104  >  443 [ACK] Seq=2644 Ack=4259 Win=130368 Len=0 TSval=486029943 TSecr=1931018347","443","443","52104","52104","47845"
"47846","2876.125634","192.168.111.43","17.248.203.64","TCP","66","52104  >  443 [ACK] Seq=2644 Ack=4325 Win=130304 Len=0 TSval=486029943 TSecr=1931018354","443","443","52104","52104","47846"
"47847","2876.126458","192.168.111.43","17.248.203.64","TLSv1.3","97","Application Data","443","443","52104","52104","47847"
"47848","2876.134346","17.248.203.64","192.168.111.43","TCP","66","443  >  52104 [ACK] Seq=4325 Ack=2644 Win=71680 Len=0 TSval=1931018400 TSecr=486029811","52104","52104","443","443","47848"
"47849","2876.183362","17.248.203.64","192.168.111.43","TCP","66","443  >  52104 [ACK] Seq=4325 Ack=2675 Win=71680 Len=0 TSval=1931018493 TSecr=486029944","52104","52104","443","443","47849"
"47850","2876.183365","17.248.203.64","192.168.111.43","TLSv1.3","865","Application Data","52104","52104","443","443","47850"
"47851","2876.183558","192.168.111.43","17.248.203.64","TCP","66","52104  >  443 [ACK] Seq=2675 Ack=5124 Win=130240 Len=0 TSval=486030001 TSecr=1931018505","443","443","52104","52104","47851"
"47852","2876.252054","192.168.111.43","17.248.203.64","QUIC","1242","Initial, DCID=ae48c23049d4cf3f, PKN: 0, CRYPTO, PADDING","443","443","51052","51052","47852"
"47853","2876.291139","17.248.203.64","192.168.111.43","ICMP","590","Destination unreachable (Port unreachable)","","","","","47853"
"47854","2876.294571","192.168.111.43","17.248.203.64","TCP","78","52105  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3098178595 TSecr=0 SACK_PERM","443","443","52105","52105","47854"
"47855","2876.314631","17.248.203.64","192.168.111.43","TCP","74","443  >  52105 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=519713529 TSecr=3098178595 WS=2048","52105","52105","443","443","47855"
"47856","2876.314792","192.168.111.43","17.248.203.64","TCP","66","52105  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=3098178616 TSecr=519713529","443","443","52105","52105","47856"
"47857","2876.315244","192.168.111.43","17.248.203.64","TLSv1.3","583","Client Hello (SNI=gateway.icloud.com)","443","443","52105","52105","47857"
"47858","2876.339734","17.248.203.64","192.168.111.43","TCP","66","443  >  52105 [ACK] Seq=1 Ack=518 Win=65536 Len=0 TSval=519713554 TSecr=3098178616","52105","52105","443","443","47858"
"47859","2876.341828","17.248.203.64","192.168.111.43","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data","52105","52105","443","443","47859"
"47860","2876.341829","17.248.203.64","192.168.111.43","TCP","1514","443  >  52105 [PSH, ACK] Seq=1449 Ack=518 Win=65536 Len=1448 TSval=519713555 TSecr=3098178616 [TCP PDU reassembled in 47861]","52105","52105","443","443","47860"
"47861","2876.341830","17.248.203.64","192.168.111.43","TLSv1.3","758","Application Data, Application Data, Application Data","52105","52105","443","443","47861"
"47862","2876.341933","192.168.111.43","17.248.203.64","TCP","66","52105  >  443 [ACK] Seq=518 Ack=3589 Win=128128 Len=0 TSval=3098178643 TSecr=519713555","443","443","52105","52105","47862"
"47863","2876.353756","192.168.111.43","17.248.203.64","TLSv1.3","146","Change Cipher Spec, Application Data","443","443","52105","52105","47863"
"47864","2876.356444","192.168.111.43","17.248.203.64","TLSv1.3","433","Application Data","443","443","52105","52105","47864"
"47865","2876.369177","192.168.111.43","17.248.203.64","TLSv1.3","190","Application Data","443","443","52104","52104","47865"
"47866","2876.369333","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.62? Tell 192.168.111.75","","","","","47866"
"47867","2876.369760","192.168.111.43","17.248.203.64","TCP","1514","52104  >  443 [ACK] Seq=2799 Ack=5124 Win=131072 Len=1448 TSval=486030186 TSecr=1931018505 [TCP PDU reassembled in 47870]","443","443","52104","52104","47867"
"47868","2876.369763","192.168.111.43","17.248.203.64","TCP","1514","52104  >  443 [ACK] Seq=4247 Ack=5124 Win=131072 Len=1448 TSval=486030186 TSecr=1931018505 [TCP PDU reassembled in 47870]","443","443","52104","52104","47868"
"47869","2876.369765","192.168.111.43","17.248.203.64","TCP","1514","52104  >  443 [ACK] Seq=5695 Ack=5124 Win=131072 Len=1448 TSval=486030186 TSecr=1931018505 [TCP PDU reassembled in 47870]","443","443","52104","52104","47869"
"47870","2876.369788","192.168.111.43","17.248.203.64","TLSv1.3","863","Application Data","443","443","52104","52104","47870"
"47871","2876.369967","192.168.111.43","17.248.203.64","TLSv1.3","97","Application Data","443","443","52104","52104","47871"
"47872","2876.379598","17.248.203.64","192.168.111.43","TLSv1.3","369","Application Data","52105","52105","443","443","47872"
"47873","2876.379601","17.248.203.64","192.168.111.43","TLSv1.3","431","Application Data, Application Data","52105","52105","443","443","47873"
"47874","2876.379765","192.168.111.43","17.248.203.64","TCP","66","52105  >  443 [ACK] Seq=965 Ack=4257 Win=130368 Len=0 TSval=3098178681 TSecr=519713592","443","443","52105","52105","47874"
"47875","2876.380252","192.168.111.43","17.248.203.64","TLSv1.3","97","Application Data","443","443","52105","52105","47875"
"47876","2876.382847","17.248.203.64","192.168.111.43","TLSv1.3","97","Application Data","52105","52105","443","443","47876"
"47877","2876.383007","192.168.111.43","17.248.203.64","TCP","66","52105  >  443 [ACK] Seq=996 Ack=4288 Win=131008 Len=0 TSval=3098178684 TSecr=519713599","443","443","52105","52105","47877"
"47878","2876.384336","17.248.203.64","192.168.111.43","TCP","1514","443  >  52105 [ACK] Seq=4288 Ack=965 Win=65536 Len=1448 TSval=519713599 TSecr=3098178658 [TCP PDU reassembled in 47898]","52105","52105","443","443","47878"
"47879","2876.384337","17.248.203.64","192.168.111.43","TCP","1514","443  >  52105 [PSH, ACK] Seq=5736 Ack=965 Win=65536 Len=1448 TSval=519713599 TSecr=3098178658 [TCP PDU reassembled in 47898]","52105","52105","443","443","47879"
"47880","2876.384388","192.168.111.43","17.248.203.64","TCP","66","52105  >  443 [ACK] Seq=996 Ack=7184 Win=128128 Len=0 TSval=3098178686 TSecr=519713599","443","443","52105","52105","47880"
"47881","2876.384475","192.168.111.43","17.248.203.64","TCP","66","[TCP Window Update] 52105  >  443 [ACK] Seq=996 Ack=7184 Win=131072 Len=0 TSval=3098178686 TSecr=519713599","443","443","52105","52105","47881"
"47882","2876.385243","17.248.203.64","192.168.111.43","TCP","1514","443  >  52105 [ACK] Seq=7184 Ack=965 Win=65536 Len=1448 TSval=519713599 TSecr=3098178658 [TCP PDU reassembled in 47898]","52105","52105","443","443","47882"
"47883","2876.385245","17.248.203.64","192.168.111.43","TCP","1514","443  >  52105 [PSH, ACK] Seq=8632 Ack=965 Win=65536 Len=1448 TSval=519713599 TSecr=3098178658 [TCP PDU reassembled in 47898]","52105","52105","443","443","47883"
"47884","2876.385287","192.168.111.43","17.248.203.64","TCP","66","52105  >  443 [ACK] Seq=996 Ack=10080 Win=128128 Len=0 TSval=3098178686 TSecr=519713599","443","443","52105","52105","47884"
"47885","2876.385360","192.168.111.43","17.248.203.64","TCP","66","[TCP Window Update] 52105  >  443 [ACK] Seq=996 Ack=10080 Win=131072 Len=0 TSval=3098178686 TSecr=519713599","443","443","52105","52105","47885"
"47886","2876.387417","17.248.203.64","192.168.111.43","TCP","1514","443  >  52105 [ACK] Seq=10080 Ack=965 Win=65536 Len=1448 TSval=519713601 TSecr=3098178658 [TCP PDU reassembled in 47898]","52105","52105","443","443","47886"
"47887","2876.387418","17.248.203.64","192.168.111.43","TCP","1514","443  >  52105 [PSH, ACK] Seq=11528 Ack=965 Win=65536 Len=1448 TSval=519713601 TSecr=3098178658 [TCP PDU reassembled in 47898]","52105","52105","443","443","47887"
"47888","2876.387420","17.248.203.64","192.168.111.43","TCP","1514","443  >  52105 [ACK] Seq=12976 Ack=965 Win=65536 Len=1448 TSval=519713603 TSecr=3098178658 [TCP PDU reassembled in 47898]","52105","52105","443","443","47888"
"47889","2876.387421","17.248.203.64","192.168.111.43","TCP","1514","443  >  52105 [PSH, ACK] Seq=14424 Ack=965 Win=65536 Len=1448 TSval=519713603 TSecr=3098178658 [TCP PDU reassembled in 47898]","52105","52105","443","443","47889"
"47890","2876.387478","192.168.111.43","17.248.203.64","TCP","66","52105  >  443 [ACK] Seq=996 Ack=15872 Win=125248 Len=0 TSval=3098178689 TSecr=519713603","443","443","52105","52105","47890"
"47891","2876.387527","192.168.111.43","17.248.203.64","TCP","66","[TCP Window Update] 52105  >  443 [ACK] Seq=996 Ack=15872 Win=131072 Len=0 TSval=3098178689 TSecr=519713603","443","443","52105","52105","47891"
"47892","2876.388743","17.248.203.64","192.168.111.43","TCP","1514","443  >  52105 [ACK] Seq=15872 Ack=965 Win=65536 Len=1448 TSval=519713604 TSecr=3098178658 [TCP PDU reassembled in 47898]","52105","52105","443","443","47892"
"47893","2876.388744","17.248.203.64","192.168.111.43","TCP","1514","443  >  52105 [PSH, ACK] Seq=17320 Ack=965 Win=65536 Len=1448 TSval=519713604 TSecr=3098178658 [TCP PDU reassembled in 47898]","52105","52105","443","443","47893"
"47894","2876.388767","192.168.111.43","17.248.203.64","TCP","66","52105  >  443 [ACK] Seq=996 Ack=18768 Win=128128 Len=0 TSval=3098178690 TSecr=519713604","443","443","52105","52105","47894"
"47895","2876.388798","192.168.111.43","17.248.203.64","TCP","66","[TCP Window Update] 52105  >  443 [ACK] Seq=996 Ack=18768 Win=131072 Len=0 TSval=3098178690 TSecr=519713604","443","443","52105","52105","47895"
"47896","2876.398635","17.248.203.64","192.168.111.43","TCP","66","443  >  52104 [ACK] Seq=5124 Ack=4247 Win=73728 Len=0 TSval=1931018729 TSecr=486030186","52104","52104","443","443","47896"
"47897","2876.398636","17.248.203.64","192.168.111.43","TCP","66","443  >  52104 [ACK] Seq=5124 Ack=7143 Win=79872 Len=0 TSval=1931018731 TSecr=486030186","52104","52104","443","443","47897"
"47898","2876.401589","17.248.203.64","192.168.111.43","TLSv1.3","488","Application Data, Application Data","52105","52105","443","443","47898"
"47899","2876.401591","17.248.203.64","192.168.111.43","TCP","66","443  >  52104 [ACK] Seq=5124 Ack=7971 Win=81920 Len=0 TSval=1931018731 TSecr=486030186","52104","52104","443","443","47899"
"47900","2876.401643","192.168.111.43","17.248.203.64","TCP","66","52105  >  443 [ACK] Seq=996 Ack=19190 Win=130624 Len=0 TSval=3098178703 TSecr=519713615","443","443","52105","52105","47900"
